family	region	genome	locus_tag	original_product	transferred_product	origin	source_genomes	n_sources	n_agree	n_disagree	group_size
1	JABDZL010000010.1.region001	Pantoea_ananatis_PANS_99_31	ctg11_91		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJD010000001.1.region001	Pantoea_ananatis_19-8	ctg66_114		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	QGGN01000004.1.region001	Pantoea_ananatis_PNA_200-7	C7421_104138	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	observed					179
1	JABEAI010000003.1.region001	Pantoea_ananatis_PNA_15_1	ctg14_284		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAS010000003.1.region001	Pantoea_ananatis_PNA_18_7S	ctg14_276		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	AP019753.1.region001	Pantoea_ananatis_FU-01	PAFU01_07950	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKLV010000004.1.region001	Pantoea_ananatis_99-2	ctg21_118		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJX010000006.1.region001	Pantoea_ananatis_200-11	ctg23_145		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JAKZMT010000004.1.region001	Pantoea_ananatis_20TX0087	MND01_13190	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JALKJH010000002.1.region001	Pantoea_ananatis_06-1	ctg12_337		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	CVNG01000056.1.region001	Pantoea_ananatis_S7	BN1183_CH_00600	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKJT010000003.1.region001	Pantoea_ananatis_18-5	ctg16_276		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAO010000004.1.region001	Pantoea_ananatis_PNA_18_3S	ctg15_141		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKLR010000003.1.region001	Pantoea_ananatis_2-7	ctg20_141		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBYHZL010000009.1.region001	Pantoea_ananatis_JEL0891	AC26FO_06170	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	CP166503.1.region001	Pantoea_ananatis_LPP-1	ctg1_3156		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZM010000004.1.region001	Pantoea_ananatis_PANS_99_32	ctg11_146		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJY010000008.1.region001	Pantoea_ananatis_200-12	ctg27_173		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZZ010000004.1.region001	Pantoea_ananatis_PNA_07_13	ctg14_239		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKMB010000001.1.region001	Pantoea_ananatis_99-14_2	ctg11_213		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	LYOQ01000033.1.region001	Pantoea_ananatis_B7	A8L49_10930	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABDZY010000003.1.region001	Pantoea_ananatis_PNA_07_10	ctg7_267		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JFZU01000015.1.region001	Pantoea_ananatis_LMG_2665	ctg15_235		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJS010000003.1.region001	Pantoea_ananatis_18-3S	ctg23_344		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBNFPX010000006.1.region001	Pantoea_ananatis_J-2	ACP3PF_12195	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKIQ010000056.1.region001	Pantoea_ananatis_19-20	ctg96_6		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	CP003085.1.region001	Pantoea_ananatis_PA13	PAGR_g0793	3-isopropylmalate dehydratase LeuC	3-isopropylmalate dehydratase LeuC	observed					179
1	CP059084.1.region001	Pantoea_ananatis_OC5a	H0Z12_05235	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABEBL010000005.1.region001	Pantoea_ananatis_PNA_99_1	ctg19_238		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKLD010000003.1.region001	Pantoea_ananatis_99-27	ctg11_236		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEBJ010000003.1.region001	Pantoea_ananatis_PNA_98_7	ctg22_232		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBSSGC010000003.1.region001	Pantoea_ananatis_TE32200	ACVW06_000447	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	observed					179
1	JABDYX010000003.1.region001	Pantoea_ananatis_PANS_2_5	ctg17_300		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDYZ010000004.1.region001	Pantoea_ananatis_PANS_2_7	ctg18_141		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKY010000002.1.region001	Pantoea_ananatis_97-3	ctg17_276		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEBB010000005.1.region001	Pantoea_ananatis_PNA_92_7	ctg16_237		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKP010000002.1.region001	Pantoea_ananatis_15-1	ctg20_321		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJU010000001.1.region001	Pantoea_ananatis_18-5S	ctg111_62		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDYR010000003.1.region001	Pantoea_ananatis_PANS_1_2	ctg15_173		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZA010000004.1.region001	Pantoea_ananatis_PANS_2_8	ctg18_299		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JAUHJU010000015.1.region001	Pantoea_ananatis_B13	QYF33_16990	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JALKKG010000002.1.region001	Pantoea_ananatis_99-6	ctg22_237		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBQOUR010000003.1.region001	Pantoea_ananatis_20PA0260	ACTUSX_06395	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	QTTO01000005.1.region001	Pantoea_ananatis_PNA_07-10	C7424_3180	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	observed					179
1	JASHLO010000001.1.region001	Pantoea_ananatis_BAV3127	QM574_05190	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JABEAE010000005.1.region001	Pantoea_ananatis_PNA_08_1	ctg15_142		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEBP010000003.1.region001	Pantoea_ananatis_PNA_99_6	ctg23_145		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKA010000005.1.region001	Pantoea_ananatis_92-7	ctg24_267		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJI010000004.1.region001	Pantoea_ananatis_02-12	ctg25_237		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZV010000007.1.region001	Pantoea_ananatis_PNA_05_1	ctg22_240		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	CP090356.1.region001	Pantoea_ananatis_JBR-LB3-16	LVR30_02205	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKKH010000003.1.region001	Pantoea_ananatis_99-8	ctg17_143		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	NMZZ01000004.1.region001	Pantoea_ananatis_PNA_15-1	CG436_13245	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKJK010000004.1.region001	Pantoea_ananatis_2-8	ctg20_338		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	LYOP01000033.1.region001	Pantoea_ananatis_M232A	A8L50_13110	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKLN010000002.1.region001	Pantoea_ananatis_07-1	ctg22_275		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKLO010000002.1.region001	Pantoea_ananatis_07-10	ctg13_266		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZH010000004.1.region001	Pantoea_ananatis_PANS_99_25	ctg14_215		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKQ010000003.1.region001	Pantoea_ananatis_18-2	ctg13_217		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKX010000004.1.region001	Pantoea_ananatis_98-7	ctg27_210		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZS010000006.1.region001	Pantoea_ananatis_PNA_02_12	ctg18_119		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKLJ010000005.1.region001	Pantoea_ananatis_02-12_2	ctg20_105		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDYS010000005.1.region001	Pantoea_ananatis_PANS_1_5	ctg10_267		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	RQJN01000001.1.region001	Pantoea_ananatis_DZ-12	EHQ51_16430	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKKM010000002.1.region001	Pantoea_ananatis_1-6	ctg11_304		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JAODYK010000017.1.region001	Pantoea_ananatis_GD04167	N7371_20255	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JALKJP010000004.1.region001	Pantoea_ananatis_07-13	ctg24_217		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	CP020943.2.region001	Pantoea_ananatis_PNA_97-1R	B9Q16_20815	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABDZN010000003.1.region001	Pantoea_ananatis_PANS_99_33	ctg20_141		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKI010000004.1.region001	Pantoea_ananatis_97-2	ctg15_266		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBMUJK010000004.1.region001	Pantoea_ananatis_P1A3	ACLGHH_14505	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JXUI01000022.1.region001	Pantoea_ananatis_Cit30-11	TH59_11370	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JBYHZK010000001.1.region001	Pantoea_ananatis_JEL0892	AC26EW_04080	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JAABOW010000002.1.region001	Pantoea_ananatis_MMB-1	GWK13_04510	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKLF010000010.1.region001	Pantoea_ananatis_99-31	ctg11_23		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAK010000003.1.region001	Pantoea_ananatis_PNA_18_1	ctg11_240		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	NMZU01000003.1.region001	Pantoea_ananatis_PANS_01-2	CG431_10840	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKJQ010000003.1.region001	Pantoea_ananatis_07-7	ctg16_266		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAC010000003.1.region001	Pantoea_ananatis_PNA_07_5	ctg13_237		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZX010000003.1.region001	Pantoea_ananatis_PNA_07_1	ctg16_275		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBYHZO010000002.1.region002	Pantoea_ananatis_PP105	AC26GL_20970	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABDZC010000004.1.region001	Pantoea_ananatis_PANS_200_2	ctg13_265		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKJR010000003.1.region001	Pantoea_ananatis_18-1	ctg14_146		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAD010000005.1.region001	Pantoea_ananatis_PNA_07_7	ctg13_142		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JBYHZE010000001.1.region001	Pantoea_ananatis_PP099-PanT13S3	AC26CJ_04070	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABDYT010000004.1.region001	Pantoea_ananatis_PANS_1_6	ctg10_236		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEAX010000006.1.region001	Pantoea_ananatis_PNA_200_12	ctg20_173		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	QICU01000004.1.region001	Pantoea_ananatis_PNA_07-1	C7422_104321	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	observed					179
1	SMZS01000005.1.region001	Pantoea_ananatis_F-C2	E2R52_13355	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JALKKL010000002.1.region001	Pantoea_ananatis_1-5	ctg14_216		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JAUHJV010000003.1.region001	Pantoea_ananatis_4.2	QYF35_09650	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JAUHJW010000002.1.region001	Pantoea_ananatis_13.3	QYF32_06325	aconitase/3-isopropylmalate dehydratase large subunit family protein	aconitase/3-isopropylmalate dehydratase large subunit family protein	observed					179
1	JABEAV010000002.1.region001	Pantoea_ananatis_PNA_200_10	ctg12_249		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEBC010000003.1.region001	Pantoea_ananatis_PNA_97_11	ctg19_318		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	FUXY01000003.1.region001	Pantoea_ananatis_NFIX48	SAMN03097719_2634	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	observed					179
1	JABEBK010000004.1.region001	Pantoea_ananatis_PNA_98_8	ctg19_266		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKLG010000003.1.region001	Pantoea_ananatis_99-32	ctg16_146		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JXUJ01000033.1.region001	Pantoea_ananatis_26SR6	TH60_14815	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	observed					179
1	JABEAQ010000011.1.region001	Pantoea_ananatis_PNA_18_5S	ctg22_92		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKZ010000002.1.region001	Pantoea_ananatis_18-7S	ctg16_276		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABEBM010000004.1.region001	Pantoea_ananatis_PNA_99_14	ctg18_152		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JABDZK010000003.1.region001	Pantoea_ananatis_PANS_99_29	ctg17_318		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JALKKK010000002.1.region001	Pantoea_ananatis_19-13	ctg22_310		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
1	JMJJ01000006.1.region001	Pantoea_ananatis_LMG_2665_2	ctg7_234		3-isopropylmalate dehydratase large subunit	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260;Pantoea_ananatis_20WA0254	32	32	19	179
