clade	region	gain
bfragilis	Bacteroides_fragilis_BFG-403/CP103139.1.region003.gbk	0
bfragilis	Bacteroides_fragilis_BFG-435/CP103082.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BFG-448/CP103091.1.region001.gbk	1
bfragilis	Bacteroides_fragilis_BFG-481/CP103158.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-49/CP103070.1.region001.gbk	1
bfragilis	Bacteroides_fragilis_BFG-502/CP103218.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BFG-502/CP103218.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-504/CP103093.1.region001.gbk	4
bfragilis	Bacteroides_fragilis_BFG-504/CP103093.1.region002.gbk	3
bfragilis	Bacteroides_fragilis_BFG-509/CP103076.1.region001.gbk	4
bfragilis	Bacteroides_fragilis_BFG-509/CP103076.1.region002.gbk	1
bfragilis	Bacteroides_fragilis_BFG-509/CP103076.1.region003.gbk	0
bfragilis	Bacteroides_fragilis_BFG-525/CP103089.1.region001.gbk	5
bfragilis	Bacteroides_fragilis_BFG-525/CP103089.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-526/CP103259.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BFG-526/CP103259.1.region002.gbk	2
bfragilis	Bacteroides_fragilis_BFG-526/CP103259.1.region003.gbk	3
bfragilis	Bacteroides_fragilis_BFG-536/CP103264.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-539/CP103203.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-57/CP103188.1.region001.gbk	1
bfragilis	Bacteroides_fragilis_BFG-584/CP103110.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-604/CP103225.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-634/CP103096.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BFG-642/CP103199.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_BFG-642/CP103199.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-7/CP103244.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BFG-7/CP103244.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_BFG-7/CP103244.1.region003.gbk	0
bfragilis	Bacteroides_fragilis_BFG-79/CP103235.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BFG-89/CP103088.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_BFG-9/CP103193.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_BFG-95/CP103083.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_CCUG_4856/CP036555.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_CNGBoF3MHA02011B/OZ543648.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_CNGBoF3MHA02011B/OZ543648.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_DH4096B/CP083688.1.region001.gbk	3
bfragilis	Bacteroides_fragilis_DH4096B/CP083688.1.region002.gbk	1
bfragilis	Bacteroides_fragilis_FDAARGOS_1512/CP083623.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_NCTC_9343/CR626927.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_OB_EAV1_11_D6_FAA/CP117955.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_P207/CP114371.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_P207/CP114371.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081382_A/OZ544528.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081383_A/OZ544492.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081389_A/OZ544559.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081392_A/OZ544519.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081394_A/OZ544511.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081401_A/OZ544633.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081405_A-bold/OZ544613.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15081407_A/OZ544563.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090270_A/OZ544622.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090274_A/OZ544555.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090289_A/OZ544627.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090303_A/OZ544663.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090305_A/OZ544669.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090307_A/OZ544666.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_RSZYD15090325_A/OZ544516.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_S14/CP012706.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_S36L11/CP131534.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_S36L11/CP131534.1.region002.gbk	3
bfragilis	Bacteroides_fragilis_SLAM_BAF01/CP196750.1.region001.gbk	2
bfragilis	Bacteroides_fragilis_SLAM_BAF01/CP196750.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_Tbg-318/CP193408.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_YCH46/AP006841.1.region001.gbk	0
bfragilis	Bacteroides_fragilis_YCH46/AP006841.1.region002.gbk	0
bfragilis	Bacteroides_fragilis_ZY0302/CP139162.1.region001.gbk	0
erw5kb	Erwinia_persicina_B64/CP022725.1.region001.gbk	0
erw5kb	Erwinia_persicina_SR13/JANFMX010000007.1.region001.gbk	0
erw5kb	Erwinia_persicina_SR14/JANFMY010000003.1.region001.gbk	0
erw5kb	Erwinia_piriflorinigrans_CFBP_5888/CAHS01000016.1.region001.gbk	0
erw5kb	Erwinia_psidii_IBSBF_435/RHHM01000002.1.region001.gbk	0
erw5kb	Erwinia_psidii_LPF_534/RQRZ01000003.1.region001.gbk	0
erw5kb	Erwinia_psidii_LPF_640/RQSA01000004.1.region001.gbk	0
erw5kb	Erwinia_psidii_LPF_681/RQSB01000002.1.region001.gbk	0
erw5kb	Erwinia_sp._9145/JQNE01000001.1.region001.gbk	0
erw5kb	Mixta_hanseatica_X22927/CP082904.1.region001.gbk	0
erw5kb	Mixta_sp._Marseille-Q2659/CALNWY010000004.1.region001.gbk	0
erw5kb	Pantoea_agglomerans_09-63_1A/JBBJSL010000008.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20CA0026/JBBJSJ010000012.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20CA0031/JBBJSI010000010.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20CA0041/JBBJSH010000012.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20GA0021/JBBJSA010000012.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_20GA0109/JBBJRY010000003.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20GA0400/JBBJRX010000008.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20PA0025/JBBJRN010000013.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20PA0330/JBBJRK010000012.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_20TX0122/JAKZMS010000010.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_20TX0122_2/JBBJRH010000009.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20TX0124/JBBJRG010000008.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20TX0125/JBBJRF010000008.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20UT061/JBBJRA010000013.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_20UT132/JBBJQY010000013.1.region001.gbk	4
erw5kb	Pantoea_agglomerans_20WA0188/JBBJQX010000010.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_21CA0223/JBBJQT010000015.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_21CO122/JBBJQR010000002.1.region001.gbk	0
erw5kb	Pantoea_agglomerans_21GA0608/JBBJQQ010000011.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_21NY0253/JBBJQM010000016.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_21PA0045/JBBJQK010000011.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_21UT179/JBBJQG010000012.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_AJ2b/CP134764.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_AR1a/CP059087.1.region001.gbk	4
erw5kb	Pantoea_agglomerans_BD1274-3/JBBJQB010000008.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_BH6c/CP134747.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_C-376/JCAKJO010000002.1.region001.gbk	1
erw5kb	Pantoea_agglomerans_CB1/CP084200.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_LMG_2596/JBBJPZ010000017.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_PNG_06-1/JBBJPX010000012.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_PNG_06-2/JBBJPW010000003.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_SUH1/CP134727.1.region001.gbk	3
erw5kb	Pantoea_agglomerans_T88c/CP134721.1.region001.gbk	2
erw5kb	Pantoea_agglomerans_subsp._jekyllhydei_SeqCode_AR5/CP134755.1.region001.gbk	2
erw5kb	Pantoea_allii_19UT001/JBNUML010000010.1.region001.gbk	0
erw5kb	Pantoea_allii_20TX0020/JAKZMU010000007.1.region001.gbk	0
erw5kb	Pantoea_allii_21GA0466/JBNUME010000010.1.region001.gbk	0
erw5kb	Pantoea_allii_21GA0550/JBNUMF010000007.1.region001.gbk	0
erw5kb	Pantoea_allii_21GA0582/JBNUMG010000005.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3051/JBNUMM010000006.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3052/CP193909.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3060/JBNUMN010000006.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3063/JBNUMO010000006.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3069/JBNUMP010000042.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3070/JBNUMQ010000007.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3073/JBNUMR010000006.1.region001.gbk	0
erw5kb	Pantoea_allii_BAV3074/JBNUMS010000008.1.region001.gbk	0
erw5kb	Pantoea_allii_BD_381/JAHVYA010000003.1.region001.gbk	0
erw5kb	Pantoea_allii_BD_382/JAHVXZ010000003.1.region001.gbk	0
erw5kb	Pantoea_allii_BD_383/JAHVXY010000003.1.region001.gbk	0
erw5kb	Pantoea_allii_BD_386/JAHVXX010000001.1.region001.gbk	1
erw5kb	Pantoea_allii_BD_387/JAHVXW010000002.1.region001.gbk	1
erw5kb	Pantoea_allii_BD_388/JAHVXV010000002.1.region001.gbk	1
erw5kb	Pantoea_allii_BD_389/JAHVXU010000003.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1035/JBNUMH010000001.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1035_LMG24202/CP193913.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1036/JBNUMI010000001.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1050/JABLUS010000039.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1050_2/CP193926.1.region001.gbk	0
erw5kb	Pantoea_allii_DOAB1051/CP193925.1.region001.gbk	0
erw5kb	Pantoea_allii_Eh250/CP125959.1.region001.gbk	0
erw5kb	Pantoea_allii_KB4/JCBORL010000001.1.region001.gbk	0
erw5kb	Pantoea_allii_LMG24248/CP193910.1.region001.gbk	0
erw5kb	Pantoea_allii_LMG_24248/MLFE01000001.1.region001.gbk	1
erw5kb	Pantoea_allii_LMG_24248_2/NTMH01000040.1.region001.gbk	1
erw5kb	Pantoea_allii_MAI6004/JBNUMJ010000005.1.region001.gbk	0
erw5kb	Pantoea_allii_MAI6006/JBNUMK010000004.1.region001.gbk	0
erw5kb	Pantoea_allii_MAI6022/CP193916.1.region001.gbk	3
erw5kb	Pantoea_allii_MAI6022/CP193916.1.region002.gbk	0
erw5kb	Pantoea_allii_O64c/CP126315.1.region001.gbk	0
erw5kb	Pantoea_ananatis_02-12/JALKJI010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_02-12/JALKJI010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_02-12_2/JALKLJ010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_03-1/JALKLK010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_05-1/JALKLM010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_06-1/JALKJH010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_06-4/JALKLY010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_07-1/JALKLN010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_07-10/JALKLO010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_07-13/JALKJP010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_07-14/JALKKT010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_07-7/JALKJQ010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_08-1/JALKKU010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_1-2/JALKKR010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_1-5/JALKKL010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_1-6/JALKKM010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_117T1/JBSPZY010000001.1.region001.gbk	1
erw5kb	Pantoea_ananatis_117T1/JBSPZY010000003.1.region001.gbk	2
erw5kb	Pantoea_ananatis_13-1/JALKIW010000013.1.region001.gbk	0
erw5kb	Pantoea_ananatis_13.3/JAUHJW010000002.1.region001.gbk	2
erw5kb	Pantoea_ananatis_141/CM135103.1.region001.gbk	0
erw5kb	Pantoea_ananatis_15-1/JALKKP010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-1/JALKJR010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-2/JALKKQ010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-3S/JALKJS010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-5/JALKJT010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-5S/JALKJU010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_18-7S/JALKKZ010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_19-13/JALKKK010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_19-20/JALKIQ010000056.1.region001.gbk	0
erw5kb	Pantoea_ananatis_19-8/JALKJD010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-1/JALKKS010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-1/JALKKS010000009.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-5/JALKKJ010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-5/JALKKJ010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-6/JALKLQ010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-7/JALKLR010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-7/JALKLR010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-8/JALKJK010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_2-8/JALKJK010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-10/JALKJW010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-11/JALKJX010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-12/JALKJY010000008.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-2/JALKKN010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-2/JALKKN010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_200-7/JALKJZ010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_20NY0427/JBQOUP010000011.1.region001.gbk	2
erw5kb	Pantoea_ananatis_20NY0487/JBQOUQ010000003.1.region001.gbk	2
erw5kb	Pantoea_ananatis_20PA0260/JBQOUR010000003.1.region001.gbk	2
erw5kb	Pantoea_ananatis_20TX0087/JAKZMT010000004.1.region001.gbk	2
erw5kb	Pantoea_ananatis_20WA0254/JBQOUT010000004.1.region001.gbk	2
erw5kb	Pantoea_ananatis_26SR6/JXUJ01000033.1.region001.gbk	1
erw5kb	Pantoea_ananatis_31npA-Arg1/CM152815.1.region001.gbk	2
erw5kb	Pantoea_ananatis_4-1/JALKJF010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_4-2/JALKIU010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_4-2/JALKIU010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_4.2/JAUHJV010000003.1.region001.gbk	2
erw5kb	Pantoea_ananatis_92-7/JALKKA010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_97-11/JALKLS010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_97-2/JALKKI010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_97-3/JALKKY010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-1/JALKLT010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-11/JALKKB010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-12/JALKKC010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-2/JALKKD010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-7/JALKKX010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_98-8/JALKKE010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-1/JALKKF010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-10/JALKIR010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-11/JALKMA010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-11/JALKMA010000009.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-12/JALKLZ010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-12/JALKLZ010000016.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-14/JALKLU010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-14_2/JALKMB010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-18/JALKJJ010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-2/JALKLV010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-25/JALKLC010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-27/JALKLD010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-29/JALKLE010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-3/JALKLP010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-31/JALKLF010000010.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-31/JALKLF010000062.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-32/JALKLG010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-33/JALKJN010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-4/JALKJO010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-6/JALKKG010000002.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-7/JALKLW010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-8/JALKKH010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_99-9_2/JALKLX010000012.1.region001.gbk	0
erw5kb	Pantoea_ananatis_AJ13355/AP012032.2.region001.gbk	4
erw5kb	Pantoea_ananatis_ATCC_35400/JARNMU010000002.1.region001.gbk	1
erw5kb	Pantoea_ananatis_B1-9/CAEI01000109.1.region001.gbk	0
erw5kb	Pantoea_ananatis_B1-9_2/CAEJ01000136.1.region001.gbk	0
erw5kb	Pantoea_ananatis_B13/JAUHJU010000015.1.region001.gbk	2
erw5kb	Pantoea_ananatis_B7/LYOQ01000033.1.region001.gbk	1
erw5kb	Pantoea_ananatis_BAV3096/JASHLP010000001.1.region001.gbk	2
erw5kb	Pantoea_ananatis_BAV3096/JASHLP010000011.1.region001.gbk	2
erw5kb	Pantoea_ananatis_BAV3127/JASHLO010000001.1.region001.gbk	2
erw5kb	Pantoea_ananatis_BAV3127/JASHLO010000001.1.region002.gbk	2
erw5kb	Pantoea_ananatis_BD442/JMJL01000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_BRT98/AYST01000002.1.region001.gbk	2
erw5kb	Pantoea_ananatis_Cit30-11/JXUI01000022.1.region001.gbk	1
erw5kb	Pantoea_ananatis_DAR_76143_DAR76143/BATH01000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_DAR_76143_DAR76143/BATH01000055.1.region001.gbk	0
erw5kb	Pantoea_ananatis_DZ-12/RQJN01000001.1.region001.gbk	2
erw5kb	Pantoea_ananatis_F-C2/SMZS01000005.1.region001.gbk	1
erw5kb	Pantoea_ananatis_FU-01/AP019753.1.region001.gbk	1
erw5kb	Pantoea_ananatis_GCA_987119705.1/OZ496979.1.region001.gbk	0
erw5kb	Pantoea_ananatis_GD04167/JAODYK010000017.1.region001.gbk	2
erw5kb	Pantoea_ananatis_IPG26/JAQNAK010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_J-2/JBNFPX010000006.1.region001.gbk	2
erw5kb	Pantoea_ananatis_J15-6/JBSPZW010000004.1.region001.gbk	2
erw5kb	Pantoea_ananatis_JBR-LB3-16/CP090356.1.region001.gbk	2
erw5kb	Pantoea_ananatis_JEL0891/JBYHZL010000009.1.region001.gbk	2
erw5kb	Pantoea_ananatis_JEL0892/JBYHZK010000001.1.region001.gbk	3
erw5kb	Pantoea_ananatis_LMG_20103/CP001875.2.region001.gbk	3
erw5kb	Pantoea_ananatis_LMG_2665/JFZU01000015.1.region001.gbk	0
erw5kb	Pantoea_ananatis_LMG_2665_2/JMJJ01000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_LMG_5342/HE617160.1.region001.gbk	4
erw5kb	Pantoea_ananatis_LMG_5342/HE617160.1.region002.gbk	14
erw5kb	Pantoea_ananatis_LPP-1/CP166503.1.region001.gbk	0
erw5kb	Pantoea_ananatis_M232A/LYOP01000033.1.region001.gbk	1
erw5kb	Pantoea_ananatis_MMB-1/JAABOW010000002.1.region001.gbk	2
erw5kb	Pantoea_ananatis_MMB-1/JAABOW010000009.1.region001.gbk	1
erw5kb	Pantoea_ananatis_NFIX48/FUXY01000003.1.region001.gbk	3
erw5kb	Pantoea_ananatis_NFR11/FPJM01000001.1.region001.gbk	4
erw5kb	Pantoea_ananatis_NFR11/FPJM01000004.1.region001.gbk	3
erw5kb	Pantoea_ananatis_OC5a/CP059084.1.region001.gbk	2
erw5kb	Pantoea_ananatis_P1A3/JBMUJK010000004.1.region001.gbk	2
erw5kb	Pantoea_ananatis_PA13/CP003085.1.region001.gbk	2
erw5kb	Pantoea_ananatis_PA13/CP003085.1.region002.gbk	1
erw5kb	Pantoea_ananatis_PANS_01-2/NMZU01000003.1.region001.gbk	1
erw5kb	Pantoea_ananatis_PANS_02-01/QRDI01000007.1.region001.gbk	4
erw5kb	Pantoea_ananatis_PANS_02-01/QRDI01000020.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_04-2/NMZV01000004.1.region001.gbk	1
erw5kb	Pantoea_ananatis_PANS_04-2/NMZV01000006.1.region001.gbk	1
erw5kb	Pantoea_ananatis_PANS_1_2/JABDYR010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_1_5/JABDYS010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_1_6/JABDYT010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_200_2/JABDZC010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_200_2/JABDZC010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_1/JABDYW010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_1/JABDYW010000008.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_5/JABDYX010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_5/JABDYX010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_6/JABDYY010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_7/JABDYZ010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_7/JABDYZ010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_8/JABDZA010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_2_8/JABDZA010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_4_2/JABDZD010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_4_2/JABDZD010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99-3/NMZR01000002.1.region001.gbk	2
erw5kb	Pantoea_ananatis_PANS_99_11/JABDZE010000001.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_11/JABDZE010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_25/JABDZH010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_29/JABDZK010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_31/JABDZL010000010.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_31/JABDZL010000075.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_32/JABDZM010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_33/JABDZN010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PANS_99_4/JABDZP010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_02_12/JABDZS010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_03_1/JABDZT010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_05_1/JABDZV010000007.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_06_4/JABDZW010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07-1/QICU01000004.1.region001.gbk	3
erw5kb	Pantoea_ananatis_PNA_07-10/QTTO01000005.1.region001.gbk	1
erw5kb	Pantoea_ananatis_PNA_07_1/JABDZX010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07_10/JABDZY010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07_13/JABDZZ010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07_14/JABEAA010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07_5/JABEAC010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_07_7/JABEAD010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_08_1/JABEAE010000005.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_13_1/JABEAG010000006.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_15-1/NMZZ01000004.1.region001.gbk	1
erw5kb	Pantoea_ananatis_PNA_15_1/JABEAI010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_18_1/JABEAK010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_18_2/JABEAN010000003.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_18_3S/JABEAO010000004.1.region001.gbk	0
erw5kb	Pantoea_ananatis_PNA_18_5/JABEAP010000003.1.region001.gbk	0
