file	record_id	record_index	region	region_name	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	KCB_top_hit	KCB_top_acc	KCB_top_sim	record_desc
Bacteroides_fragilis_BA00000100	CM173582	1	1	1.1	63049	104976	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000100 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000100	CM173582	1	2	1.2	3290812	3315107	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00000100 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-504	CP103093	1	1	1.1	76293	101375	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BFG-504 chromosome, complete genome
Bacteroides_fragilis_BFG-504	CP103093	1	2	1.2	2891308	2915603	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BFG-504 chromosome, complete genome
Bacteroides_fragilis_BA00001145	CM173547	1	1	1.1	76256	101336	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BA00001145 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00001145	CM173547	1	2	1.2	3043213	3067508	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	40	Bacteroides fragilis strain BA00001145 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00001145	CM173547	1	3	1.3	4043331	4066891	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00001145 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_RSZYD15081394_A	OZ544511	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081394_A genome assembly, chromosome: 1
Bacteroides_fragilis_BA00000091	CM173586	1	1	1.1	3108792	3133078	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BA00000091 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000091	CM173586	1	2	1.2	4025460	4049020	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain BA00000091 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-1	CP081922	1	1	1.1	1494913	1533511	False	phosphonate	polysaccharide A	BGC0001410.3	medium	polysaccharide A	BGC0001410.3	60	Bacteroides fragilis strain BFG-1 chromosome, complete genome
Bacteroides_fragilis_BFG-1	CP081922	1	2	1.2	1945786	1970072	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BFG-1 chromosome, complete genome
Bacteroides_fragilis_BFG-1	CP081922	1	3	1.3	2839053	2868148	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-1 chromosome, complete genome
Bacteroides_fragilis_BFG-7	CP103244	1	1	1.1	2494914	2533512	False	phosphonate	polysaccharide A	BGC0001410.3	medium	polysaccharide A	BGC0001410.3	60	Bacteroides fragilis strain BFG-7 chromosome, complete genome
Bacteroides_fragilis_BFG-7	CP103244	1	2	1.2	2945788	2970074	False	phosphonate	polysaccharide B	BGC0001411.3	medium	polysaccharide B	BGC0001411.3	66	Bacteroides fragilis strain BFG-7 chromosome, complete genome
Bacteroides_fragilis_BFG-7	CP103244	1	3	1.3	3839126	3868221	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	23	Bacteroides fragilis strain BFG-7 chromosome, complete genome
Bacteroides_fragilis_BA00000472	CM173567	1	1	1.1	295301	319596	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BA00000472 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BA00000472	CM173567	1	2	1.2	2414973	2461451	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	33	Bacteroides fragilis strain BA00000472 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_BFG-18	CP103092	1	1	1.1	3069998	3097783	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis strain BFG-18 chromosome, complete genome
Bacteroides_fragilis_BA00000791	CM174524	1	1	1.1	3425212	3450292	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	26	Bacteroides fragilis strain BA00000791 chromosome, complete sequence, whole genome shotgun sequence
Bacteroides_fragilis_638R	FQ312004	1	1	1.1	2194444	2222229	False	phosphonate	polysaccharide B	BGC0001411.3	low	polysaccharide B	BGC0001411.3	50	Bacteroides fragilis 638R genome
Bacteroides_fragilis_RSZYD15081383_A	OZ544492	1	1	1.1	4112646	4136206	False	phosphonate				polysaccharide B	BGC0001411.3	13	Bacteroides fragilis strain RSZYD15081383_A genome assembly, chromosome: 1
