genome	mode	cds_per_mb	best_bitscore	pass
Blochmannia_endosymbiont_of_Camponotus_quercicola_539	blastp	772	0.0	no
Candidatus_Blochmanniella_chromaiodes_str._640	blastp	777	0.0	no
Candidatus_Fukatsuia_endosymbiont_of_Tuberolachnus_salignus_GCF_964030845.1	blastp	942	210.0	yes
Candidatus_Pantoea_formicae_Acro-805	blastp	931	50.4	no
Citrobacter_amalonaticus_FDAARGOS_1489	blastp	942	84.3	no
Dryocola_clanedunensis_subsp._sulfonylureivorans_LAM2020	blastp	920	52.8	no
Enterobacteriaceae_endosymbiont_of_Donacia_vulgaris_DvulSym	blastp	882	0.0	no
Erwinia_artemisiae_DT-104	blastp	914	0.0	no
Erwinia_oleae_DAPP-PG531	blastp	967	0.0	no
Escherichia_fergusonii_FDAARGOS_1499	blastp	940	85.1	no
Escherichia_marmotae_YF8	blastp	932	83.2	no
Hafnia_paralvei_AVS0177	blastp	897	50.4	no
Klebsiella_variicola_subsp._variicola_F2R9T	blastp	945	53.5	no
Kosakonia_cowanii_LT-1	blastp	914	51.2	no
Mixta_gaviniae_DSM_22758	blastp	919	0.0	no
Pantoea_phytostimulans_C3	blastp	904	54.3	no
Photorhabdus_bodei_LJ24-63	blastp	933	66.6	no
Photorhabdus_luminescens_subsp._luminescens_DSM_3368	blastp	839	67.4	no
Providencia_manganoxydans_LLDRA6	blastp	893	96.3	no
Providencia_sneebia_DSM_19967	blastp	823	0.0	no
Pseudenterobacter_timonensis_mt20	blastp	928	54.7	no
Rahnella_woolbedingensis_DSM_27399	blastp	915	52.4	no
Salmonella_bongori_NCTC_12419	blastp	924	81.6	no
Serratia_oryzae_J11-6	blastp	899	52.0	no
Xenorhabdus_hominickii_ANU1	blastp	919	69.3	no
Yersinia_artesiana_IP41384	blastp	906	52.8	no
Arsenophonus_apicola_ArsBeeUS	blastp	953	48.1	no
Arsenophonus_endosymbiont_of_Aphis_craccivora_Ash	blastp	1013	0.0	no
Buttiauxella_brennerae_ATCC_51605	blastp	928	51.2	no
Buttiauxella_selenatireducens_R73	blastp	898	222.0	yes
Buttiauxella_warmboldiae_CCUG_35512	blastp	927	51.6	no
Candidatus_Arsenophonus_triatominarum_ATi	blastp	1370	0.0	no
Candidatus_Curculioniphilus_buchneri_endosymbiont_of_Curculio_glandium_GCF_964275155.1	blastp	565	0.0	no
Candidatus_Pantoea_deserta_RIT388	blastp	920	52.0	no
Candidatus_Providencia_siddallii_acuecueyetzin-TABTEA	blastp	816	0.0	no
Candidatus_Riesia_pediculicola_USDA	blastp	826	0.0	no
Cronobacter_malonaticus_LMG_23826	blastp	935	52.8	no
Cronobacter_muytjensii_ATCC_51329	blastp	915	52.8	no
Dryocola_sharpae_BD613	blastp	927	53.1	no
Enterobacter_bugandensis_EB-247	blastp	930	52.8	no
Enterobacteriaceae_endosymbiont_of_Donacia_provostii_DprovSym	blastp	895	0.0	no
Erwinia_psidii_IBSBF_435	blastp	914	315.0	yes
Klebsiella_terrigena_JH01	blastp	920	53.5	no
Lelliottia_nimipressuralis_SKB.4e	blastp	931	52.8	no
Pectobacterium_aroidearum_L6	blastp	875	324.0	yes
Photorhabdus_namnaonensis_PB45.5	blastp	866	381.0	yes
Photorhabdus_noenieputensis_DSM_25462	blastp	841	65.5	no
Yersinia_frederiksenii_ATCC_33641	blastp	884	53.5	no
Yersinia_pseudotuberculosis_NCTC10275	blastp	864	52.8	no
Yersinia_rochesterensis_ATCC_BAA-2637	blastp	879	52.4	no
Yersinia_rohdei_YRA	blastp	868	53.5	no
Arsenophonus_endosymbiont_of_Bemisia_tabaci_Q2_GCF_902713415.1	blastp	1274	0.0	no
Budvicia_diplopodorum_D9	blastp	856	0.0	no
Candidatus_Pantoea_soli_DSM_32899	blastp	909	52.8	no
Candidatus_Psyllophila_symbiotica_ET-AT1-13	blastp	893	0.0	no
Citrobacter_gillenii_UMG736	blastp	928	85.9	no
Enterobacter_lignolyticus_SCF1	blastp	926	80.5	no
Enterobacteriaceae_endosymbiont_of_Donacia_dentata_DdentSym	blastp	872	0.0	no
Ewingella_allii_20WA0182	blastp	913	51.2	no
Ewingella_americana_CCUG_14506T	blastp	906	50.8	no
Huaxiibacter_chinensis_155047	blastp	948	52.8	no
Klebsiella_spallanzanii_GCF_902158555.1	blastp	941	52.8	no
Pantoea_osteomyelitidis_AA23256	blastp	923	0.0	no
Pantoea_rodasii_DSM_26611	blastp	925	48.1	no
Pantoea_rwandensis_LMG_26275	blastp	918	49.3	no
Proteus_hauseri_15H5D-4a	blastp	892	55.8	no
Rahnella_variigena_CIP_105588	blastp	897	52.0	no
Serratia_plymuthica_AS9	blastp	919	80.1	no
Silvania_confinis_H4N4	blastp	944	52.8	no
Thorsellia_kenyensis_CCM_8545	blastp	851	0.0	no
Winslowiella_toletana_1.2.20	blastp	894	54.7	no
Xenorhabdus_entomophaga_XENO-11	blastp	960	78.2	no
Blochmannia_endosymbiont_of_Camponotus_modoc_C-002	blastp	779	0.0	no
Buttiauxella_gaviniae_ATCC_51604	blastp	949	51.2	no
Candidatus_Gullanella_endobia_GCF_900048035.1	blastp	520	0.0	no
Candidatus_Hartigia_pinicola_Ad13-065	blastx	344	0.0	no
Citrobacter_arsenatis_LY-1	blastp	937	81.6	no
Citrobacter_sedlakii_3347689II	blastp	938	84.3	no
Enterobacter_kobei_11778-yvys	blastp	935	52.8	no
Enterobacter_quasihormaechei_WCHEQ120003	blastp	938	53.5	no
Enterobacteriaceae_endosymbiont_of_Donacia_fulgens_DfulgSym	blastp	893	0.0	no
Erwinia_mediterraneensis_Marseille-P5165	blastp	924	0.0	no
Gallaecimonas_pentaromativorans_10A	blastp	917	86.7	no
Klebsiella_ornithinolytica_RoM27LC23	blastp	936	53.5	no
Kluyvera_chengduensis_142359	blastp	930	50.4	no
Lonsdalea_iberica_LMG_26264	blastp	896	0.0	no
Mixta_theicola_QC88-366	blastp	943	0.0	no
Photorhabdus_caribbeanensis_HG29	blastp	868	65.5	no
Providencia_rustigianii_NCTC8113	blastp	896	83.2	no
Pseudocitrobacter_cyperus_Cyp38S	blastp	935	83.2	no
Rahnella_sikkimica_ERMR1:05	blastp	903	52.4	no
Scandinavium_tedordense_TWS1a.2	blastp	942	62.0	no
Serratia_nevei_LMG_31536	blastp	931	84.7	no
Sodalis_endosymbiont_of_Henestaris_halophilus_GCF_900161835.1	blastx	396	0.0	no
Xenorhabdus_khoisanae_SF87	blastp	898	77.8	no
Yersinia_intermedia_FDAARGOS_730	blastp	900	52.8	no
Acerihabitans_arboris_SAP-6	blastp	910	212.0	yes
Arsenophonus_nasoniae_FIN	blastp	1063	53.5	no
Brenneria_tiliae_WC1b.1	blastp	904	52.0	no
Buchnera_aphidicola_str._Sg_Schizaphis_graminum_Sg_ex_Schizaphis_graminum	blastp	923	0.0	no
Candidatus_Blochmanniella_vafra_str._BVAF	blastp	819	0.0	no
Candidatus_Pantoea_communis_Al-1710	blastp	945	48.9	no
Candidatus_Pantoea_rara_Lu_Sq_004	blastp	915	50.8	no
Cedecea_davisae_739Q	blastp	915	53.9	no
Citrobacter_koseri_ATCC_BAA-895	blastp	912	85.9	no
Dickeya_ananatis_A5410	blastp	874	52.4	no
Dickeya_fangzhongdai_DSM_101947	blastp	866	52.4	no
Edwardsiella_ictaluri_S07-698	blastp	915	313.0	yes
Enterobacter_hormaechei_FDAARGOS_1433	blastp	950	52.8	no
Enterobacter_roggenkampii_DSM_16690	blastp	929	52.0	no
Enterobacter_wuhouensis_AV1	blastp	933	52.8	no
Enterobacteriaceae_endosymbiont_of_Donacia_semicuprea_DsemSym	blastp	893	0.0	no
Enterobacteriaceae_endosymbiont_of_Donacia_simplex_DsimSym	blastp	882	0.0	no
Enterobacteriaceae_endosymbiont_of_Macroplea_mutica_MmutSym	blastp	875	0.0	no
Kluyvera_fluvialis_KHSU-TB5-E04	blastp	923	49.7	no
Pantoea_ananatis_PA13	blastp	922	551.0	yes
Pantoea_eucrina_XL123	blastp	920	48.9	no
Proteus_alimentorum_08MAS0041	blastp	900	55.1	no
Proteus_penneri_S178-2	blastp	886	57.8	no
Rosenbergiella_nectarea_8N4	blastp	976	0.0	no
Serratia_entomophila_A1	blastp	931	79.3	no
Serratia_marcescens_ELP1.10	blastp	927	84.7	no
Serratia_nematodiphila_DH-S01	blastp	927	60.1	no
Serratia_rubidaea_FDAARGOS_926	blastp	920	52.8	no
Tatumella_punctata_JCM_8885	blastp	941	0.0	no
Xenorhabdus_bovienii_affine_MC_202	blastp	861	67.4	no
Xenorhabdus_ehlersii_DSM_16337	blastp	919	71.2	no
Xenorhabdus_lircayensis_VLS	blastp	910	69.7	no
Yersinia_aldovae_670-83	blastp	889	52.4	no
Blochmannia_endosymbiont_of_Polyrhachis_Hedomyrma_turneri_675	blastp	797	0.0	no
Candidatus_Doolittlea_endobia_GCF_900039485.1	blastp	715	0.0	no
Candidatus_Gillettellia_adelgis_19-005	blastx	444	0.0	no
Citrobacter_murliniae_P080C_CL	blastp	931	82.8	no
Citrobacter_telavivensis_6180_22	blastp	943	81.6	no
Edaphovirga_cremea_DSM_105170	blastp	890	49.3	no
Edwardsiella_piscicida_18EpOKYJ	blastp	885	0.0	no
Enterobacteriaceae_endosymbiont_of_Donacia_cinerea_DcinSym	blastp	878	0.0	no
Erwinia_mallotivora_EP39	blastp	915	0.0	no
Klebsiella_scottii_Txe2.2	blastp	924	53.5	no
Kosakonia_arachidis_KACC_18508	blastp	947	52.0	no
Leclercia_adecarboxylata_FDAARGOS_1505	blastp	931	53.1	no
Pantoea_deleyi_LMG24200	blastp	910	49.7	no
Pantoea_stewartii_ZJ-FGZX1	blastp	925	211.0	yes
Pectobacterium_carotovorum_WPP14	blastp	875	52.0	no
Photorhabdus_aballayi_APURE	blastp	872	376.0	yes
Photorhabdus_cinerea_DSM_19724	blastp	940	72.0	no
Rahnella_contaminans_Lac-M11	blastp	894	52.4	no
Scandinavium_manionii_H17S15	blastp	933	53.5	no
Serratia_inhibens_S40	blastp	918	53.1	no
Xenorhabdus_budapestensis_C-7-2	blastp	879	68.2	no
Yersinia_antarctica_BI01	blastp	904	52.4	no
Yersinia_bercovieri_Y195	blastp	894	52.8	no
Yersinia_massiliensis_CCUG_53443	blastp	897	53.1	no
Yersinia_ruckeri_KMM821	blastp	884	52.8	no
Buttiauxella_ferragutiae_H4-C11	blastp	903	50.1	no
Candidatus_Pantoea_multigeneris_Acro-835	blastp	899	51.2	no
Citrobacter_werkmanii_FDAARGOS_616	blastp	928	82.4	no
Enterobacteriaceae_endosymbiont_of_Plateumaris_braccata_PbraSym	blastp	877	0.0	no
Klebsiella_oxytoca_NCTC13727	blastp	916	52.8	no
Pantoea_phosphatilytica_RHCKP32	blastp	921	49.3	no
Pectobacterium_quasiaquaticum_A477-S1-J17	blastp	894	52.4	no
Phytobacter_massiliensis_JC163_type_strain:_JC163	blastp	947	51.6	no
Proteus_myxofaciens_ATCC_19692	blastp	907	53.9	no
Providencia_heimbachae_NCTC12003	blastp	887	90.1	no
Providencia_zhejiangensis_SKLX146130	blastp	885	87.0	no
Rahnella_bonaserana_H11b	blastp	895	51.6	no
Silvania_hatchlandensis_H19S6	blastp	930	52.8	no
Sodalis-like_endosymbiont_of_Proechinophthirus_fluctus_SPI-1	blastp	1164	0.0	no
Xenorhabdus_beddingii_DSM_4764	blastp	917	69.7	no
Xenorhabdus_ishibashii_DSM_22670	blastp	924	70.5	no
Xenorhabdus_koppenhoeferi_DSM_18168	blastp	882	64.3	no
Yersinia_mollaretii_ATCC_43969	blastp	872	52.4	no
Yersinia_nurmii_CIP110231T	blastp	894	53.5	no
Biostraticola_tofi_DSM_19580	blastp	909	0.0	no
Candidatus_Fukatsuia_symbiotica_WIR	blastp	948	210.0	yes
Candidatus_Pantoea_floridensis_JKS000234	blastp	927	53.5	no
Cedecea_selenatireducens_S5-13	blastp	924	52.4	no
Dickeya_aquatica_174_2	blastp	887	52.8	no
Dickeya_dianthicola_ME23	blastp	892	212.0	yes
Edwardsiella_tarda_FDAARGOS_1473	blastp	892	0.0	no
Enterobacteriaceae_endosymbiont_of_Plateumaris_sericea_PserSym	blastp	881	0.0	no
Erwinia_tasmaniensis_Et1_99	blastp	903	0.0	no
Klebsiella_quasipneumoniae_FDAARGOS_1503	blastp	940	53.5	no
Lonsdalea_populi_N-5-1	blastp	867	330.0	yes
Morganella_psychrotolerans_JCM_16473	blastp	912	69.3	no
Pantoea_alhagi_LTYR-11Z	blastp	926	0.0	no
Pantoea_brenneri_3.1	blastp	922	49.7	no
Photorhabdus_thracensis_DSM_15199	blastp	877	72.0	no
Proteus_vulgaris_USDA-ARS-USMARC-49741	blastp	896	55.1	no
Serratia_proteamaculans_EBP3064	blastp	915	51.6	no
Serratia_symbiotica_CWBI-2.3	blastp	968	0.0	no
Serratia_ureilytica_T6	blastp	924	84.3	no
Shigella_boydii_ESBL-W3-2	blastp	963	84.7	no
Xenorhabdus_littoralis_Reich	blastp	861	72.4	no
Yersinia_enterocolitica_subsp._palearctica_Y11	blastp	895	52.8	no
Yersinia_pestis_CO92	blastp	893	52.8	no
Atlantibacter_subterraneus_LH84-a	blastp	932	55.1	no
Candidatus_Pantoea_symbiotica_C8G10	blastp	908	53.5	no
Candidatus_Williamhamiltonella_endosymbiont_of_Tuberolachnus_salignus_GCF_964019775.1	blastp	976	219.0	yes
Citrobacter_farmeri_FDAARGOS_1423	blastp	932	84.7	no
Citrobacter_freundii_MSB1_1H	blastp	953	84.0	no
Enterobacter_vonholyi_STK80-C	blastp	918	52.0	no
Enterobacteriaceae_endosymbiont_of_Macroplea_appendiculata_MappSym	blastp	880	0.0	no
Erwinia_billingiae_Eb661	blastp	910	49.7	no
Escherichia_whittamii_Sa2BVA5	blastp	937	83.6	no
Klebsiella_lignicola_TW_WC1a.1	blastp	941	53.1	no
Kluyvera_huaxiensis_142053	blastp	941	48.9	no
Kosakonia_pseudosacchari_BDA62-3	blastp	937	55.1	no
Kosakonia_sacchari_SP1	blastp	934	52.8	no
Lelliottia_jeotgali_GCF_977068015.1	blastp	899	0.0	no
Mixta_mediterraneensis_JHMAG-1	blastp	960	0.0	no
Pantoea_anthophila_CL1	blastp	905	50.1	no
Pantoea_phytobeneficialis_MSR2	blastp	923	54.7	no
Pectobacterium_fontis_M022	blastp	904	328.0	yes
Pectobacterium_jejuense_13-115	blastp	872	52.4	no
Photorhabdus_laumondii_TT01	blastp	855	326.0	yes
Proteus_cibi_FJ2001126-3	blastp	899	55.1	no
Providencia_hangzhouensis_PR-310	blastp	902	73.6	no
Shimwellia_pseudoproteus_DSM_3038	blastp	947	82.8	no
Xenorhabdus_aichiensis_XENO-7	blastp	897	68.2	no
Xenorhabdus_eapokensis_DL20	blastp	927	71.6	no
